id,label,split,source,source_path,sha256,phash,image
pets_cat_034,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12001.jpg,64b484e4a7c9265d4db7b1740fb5564a4ad0d06b854d214af2f0a409eb624ab2,d3713f9cc0dc8163,images/pets_cat_034.jpg
pets_cat_035,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9532.jpg,70fc1477bdf39efa0b1e34b483ebec2d43c7ffe40cb1a32e109fb7181605b913,fa95c068855ac36f,images/pets_cat_035.jpg
pets_cat_036,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2161.jpg,347578bf69656670ac728a1160616ca888bd66237dfe3dd31695c2166a7ba8de,a6bbd80863c7cd1a,images/pets_cat_036.jpg
pets_cat_037,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9074.jpg,e7d937ce1b8d808e71787b4c5322a2c1ba0091c3d9c8e29769e96cbe016043c8,ed65f274d6098296,images/pets_cat_037.jpg
pets_cat_038,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\120.jpg,da2cfd5bc4e16c86be08928d9e1179a19691800950012437e8365dd0916c4f77,916ba51cd8731d65,images/pets_cat_038.jpg
pets_cat_039,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4234.jpg,fe74904181882169b7685c48fd8353cb3bcfb749e548125b4cafd41aea1d023e,f1e032793b1466cd,images/pets_cat_039.jpg
pets_cat_040,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5094.jpg,424379cb3fac9bc628e16fc723a6b9594c7767dfd571d72cc05fef0d78fcb4b4,8df1b7c719262c1c,images/pets_cat_040.jpg
pets_cat_041,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2449.jpg,e56059a51a4c9bee4fb8b9786f196736174dfd1c1f4bab40f86569ab69bf1474,d815233670de5e3c,images/pets_cat_041.jpg
pets_cat_042,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4656.jpg,6270b9c67071fefa381ca28a754b0283d978acc340b811a708f3d7a8dabbc18b,a9cb97e44635681b,images/pets_cat_042.jpg
pets_cat_043,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10136.jpg,302a6a49239a11b4c500ecd2ca2efd5c558febc500764a9fce42790e369d233b,cc31e31cce3324db,images/pets_cat_043.jpg
pets_cat_044,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10024.jpg,3f91b468f4d8e880ddc80d7851291950d3a616a2626686490186f49f909b9219,f2398c5399646d9a,images/pets_cat_044.jpg
pets_cat_045,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\289.jpg,fa8ffdadf015159ac8d0d402efdd4d5a582e569b1dbf56aee94fbcce6212d293,de3325cd9324a3c6,images/pets_cat_045.jpg
pets_cat_046,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7892.jpg,ea5cf0f43df74a07dbecbf03d55f1561734f352550f66451d7d642983c934ce2,823fcc124bb367f0,images/pets_cat_046.jpg
pets_cat_047,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1543.jpg,f1d5eb06bcb1bb3d8022c36d3058026158aa842d5b27d25286cafcf60b684d8f,c9640e4fb17aa572,images/pets_cat_047.jpg
pets_cat_048,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\11772.jpg,dae22fc0d15d4500ede4d82c45d355a51cb1a95fd7925ffacc81674b9a711fb5,e29e64e987d8819e,images/pets_cat_048.jpg
pets_cat_049,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1759.jpg,a9038626b08b8b4ae938b93f44a9171c4d971f91d754f2fe4e4899bd50f5cb37,bcb296cc61ad8437,images/pets_cat_049.jpg
pets_cat_050,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8333.jpg,f42764f2be8898d93911cf6428516f79cb9f1b0f91b3cfe88f287e82f9a76e4b,e0f063c71ce1ec1e,images/pets_cat_050.jpg
pets_cat_051,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6747.jpg,7edb8808c0bdd357d51d583911a6e979a62d7c57ab6247f6ceb8ed25b0835964,f2b7a99d81c2cb60,images/pets_cat_051.jpg
pets_cat_052,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4075.jpg,98e84f7eb8869ab81208cc9dfb5ce45123d6388d39740a2694a318d5d623c719,abd2900d2ff0b1e3,images/pets_cat_052.jpg
pets_cat_053,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\905.jpg,0f5ad36205fb1150212c85da1e2a0bdb997a036998348e8b3ccb46e7f02082c3,fae29fc818cc613c,images/pets_cat_053.jpg
pets_cat_054,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7086.jpg,403dc341267d905f00dbcb1cede3c077e03c17cf7b8be6716849b29623f1f782,84797b524c9c33a7,images/pets_cat_054.jpg
pets_cat_055,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\150.jpg,43f1be0dde366a96a879a66f009b7caf2e031dcf23a5ec592aaf725d8a28d51d,e618a755a7d93548,images/pets_cat_055.jpg
pets_cat_056,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3337.jpg,0224b2fe092ce8f0fee344aa9d6f1351cf2770b10e120b92365166d3a0d9c34a,bd7221dfa6185998,images/pets_cat_056.jpg
pets_cat_057,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4621.jpg,d55127758253a6480c22410ac6ebf9d518ace356fb17605bb01a392071e91ae6,a8d4bdcf4366b0b0,images/pets_cat_057.jpg
pets_cat_058,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9252.jpg,e02e8803018fa00ec285027dfdf5de67f6d24ae7be6e76792c8028880380fbfa,9370ac5fad5c21c3,images/pets_cat_058.jpg
pets_cat_059,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8043.jpg,61493b55d8a470b32d21dadc6ff476522d1d1fbd6e42b9b4e1f880f5ff655258,dc2c718a667a4997,images/pets_cat_059.jpg
pets_cat_060,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4484.jpg,4c82699fa9ee295cb2b2b50005598ac28513f0b262afdb14eb74d27c6122a39d,c96dbb82921e361e,images/pets_cat_060.jpg
pets_cat_061,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3812.jpg,053de3133a67a5a968ee4a2ff8318d867efcb931ef13874d1b1e90f78a5829e0,8fe3b499938c8e0e,images/pets_cat_061.jpg
pets_cat_062,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4961.jpg,6388ad15f29f52a4042bfd44a5e4c35f4c47c6b43fd9cb2e1f90cff25b19ab6b,d633719e85780e71,images/pets_cat_062.jpg
pets_cat_063,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12335.jpg,15ee36dda7e2d5d48399c1d11a3486ee2cb4e102917f25edd5307cd1b3195585,e367851e92e01f0f,images/pets_cat_063.jpg
pets_cat_064,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9189.jpg,2eb3421339c63dab0a29f1caef8f6fac9a249cbc9e6065a15f8c3c47b23ced2d,a0afda436167dc98,images/pets_cat_064.jpg
pets_cat_065,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3442.jpg,feed2d1b2bbdefbccbc7819490945aee670bf602efd38ce319d083531774d6fb,e152ce2d1e1b33cc,images/pets_cat_065.jpg
pets_cat_066,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5525.jpg,492ff299db581dde62ff035ce3ab2d82895c2aa3c344abf4f6cac680f84c86ae,9c722eca39a63176,images/pets_cat_066.jpg
pets_cat_067,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7315.jpg,ff8f92ecf18edd88f9ad0d34c90bfe6d284af4528964c5f542adf4dc81d02cb6,a5479226cd19dd1d,images/pets_cat_067.jpg
pets_cat_068,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6041.jpg,643bbaaf7ebcdcc8ea4a1fdb9f0bc2c3059192fbcef6540bf8e9eece7dac9450,fde20798db854a91,images/pets_cat_068.jpg
pets_cat_069,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\470.jpg,be3c2f974bd0bf4d3ed239c5d1ecf5b281c67a37b0fa8a2a94851de1557cb625,8743666a787e2b70,images/pets_cat_069.jpg
pets_cat_070,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10070.jpg,ad3027523876ca49d2f9bb19d43ed25128f225ac657b3ce828405cef5ed80f53,9bcd64d2496496c7,images/pets_cat_070.jpg
pets_cat_071,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8140.jpg,5aece970896031646b66ae1b319e60ba44bab80942580feba6c4cd8be8eccd1e,95e078976358676c,images/pets_cat_071.jpg
pets_cat_072,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6776.jpg,3868bf7e813544105b03894bfcc84195d36c21ad55e51aa5cf858720fbaec888,aea684c4d69e1e1b,images/pets_cat_072.jpg
pets_cat_073,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12314.jpg,56e926925c8c05d8a3c75971217beccf7ae3ca2e2f9ad7e054d0d0b526914e80,9ea43bcca11bce32,images/pets_cat_073.jpg
pets_cat_074,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\11034.jpg,388d2a03a83906dbd322f656ac31a00f527d8a8da53e00a37d154a1fcf0809f8,fbc2929d91b62e88,images/pets_cat_074.jpg
pets_cat_075,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\401.jpg,06979a26430f022778a9783c5e39dd59687d16afc22a25d5d7684bc78b8cf1c2,ecee11939618e98d,images/pets_cat_075.jpg
pets_cat_076,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8272.jpg,2a32b67859bffea25f2644bd4fe3485991d84df8603632daa75b5a9cf4d23cd1,c0873d4fe636c934,images/pets_cat_076.jpg
pets_cat_077,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9244.jpg,951ccded0e7b05a19f30e55fb374a663c3d1f6b5ddbe3e08a0315bfc4c7b8377,9aa30d57713cc19b,images/pets_cat_077.jpg
pets_cat_078,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12038.jpg,6800a2ea0263be2c1185c722638e1a98e10ad7cfdc0bbaba786013e6f6fec5c8,95643e68cb98c7c3,images/pets_cat_078.jpg
pets_cat_079,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1761.jpg,64ebcd6d375499650f7042230878f487cfeb4308794ddc55118e879e44c77ba5,eb499d3ae027dc60,images/pets_cat_079.jpg
pets_cat_080,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2896.jpg,860ee4e9d86f8fb89ac7530fea3d623aaac406809ea4cb4ea424a3a0e97462be,f5260f9a69257685,images/pets_cat_080.jpg
pets_cat_081,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9223.jpg,95c941185dc8b46dc9a3295688ca08729a004b0fc152a048eb43e5c0c80b4bc8,be2b984b93b43750,images/pets_cat_081.jpg
pets_cat_082,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12334.jpg,fc904c563e2323c5025e4150d110f5d0ea9758bc4182c86134fee16e7b275c3d,c6a44bc3aac695d5,images/pets_cat_082.jpg
pets_cat_083,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2709.jpg,b06bd0b76522e3bca770f0f8509129114a5e4feb7c8bf3179a154d7d8f8d8a37,890c647d7c619b76,images/pets_cat_083.jpg
pets_cat_084,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9373.jpg,085299e5c62de18673f5eaea5109918e15c8937de8a1029d8e666bd4736ef669,e3364cf1da04596e,images/pets_cat_084.jpg
pets_cat_085,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\12311.jpg,4672e946b0e4c664fd488cdcef4f2507e5beec72c9bef9e1827caf1ba0f57144,b5e38a6fb094b183,images/pets_cat_085.jpg
pets_cat_086,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10122.jpg,542d82c953b6453d658003ce90bbbeda89f1e839ae8b828cbac3e722e80d099e,d169143a3933367b,images/pets_cat_086.jpg
pets_cat_087,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10196.jpg,831225f50b0068bd86ad4c185953291b30e8b5eb48736c1b74599bb44f57c5d7,e6908879ed17b712,images/pets_cat_087.jpg
pets_cat_088,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6770.jpg,f0bccbb6b5731d66f70a4a9673b5eecd7c2437c799908e0128b87581805508cd,cf13f043c57c8c5c,images/pets_cat_088.jpg
pets_cat_089,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10046.jpg,6b58ec5ef924c6e8b57966ddc086071ead2ffe894bf85f38e9443a3a7e3221b5,91762e1c7be90d45,images/pets_cat_089.jpg
pets_cat_090,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6507.jpg,9a669917e63181ef49c71cd0bb939ac8be97770f58d96e8fdcbfe957dacdcbd7,b5e44dcada8b8ac8,images/pets_cat_090.jpg
pets_cat_091,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6310.jpg,885df57d5fa3d850e6a0b16a270d7d908d076bea6cdc7aa0528ea95fbffd0717,fe2f81c096c278ea,images/pets_cat_091.jpg
pets_cat_092,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4516.jpg,eb22e252e415f92c6c38c15d49f76b345599bec3c761b37746090baee5908875,b817e1661479f227,images/pets_cat_092.jpg
pets_cat_093,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\11412.jpg,fd460bb8eb202bdc14655a424d787f44922bd9ed27838527de0b4089c9c1bd7f,abed4b869249593c,images/pets_cat_093.jpg
pets_cat_094,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\6859.jpg,823ca4cb759fec08e3770855aa210866288baf224373387f84df6a4a765fd94b,e5ce926989b5cc32,images/pets_cat_094.jpg
pets_cat_095,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2898.jpg,71b998b0203728a1c778a542008a7c72adec4fb625c41022e6656651deb8982b,d268d932cd4dcb32,images/pets_cat_095.jpg
pets_cat_096,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5742.jpg,0ed615fb6b640e0c9d71c45a33f30ce60bf32faf495b0519555915c066e4fc07,b1ccd239e43ac972,images/pets_cat_096.jpg
pets_cat_097,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7071.jpg,868ab52efaa71d8018d227e5775c65b56ca443b8f4fc7946cd3ab303ef53824a,9594784a636b6b66,images/pets_cat_097.jpg
pets_cat_098,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\2208.jpg,64f24d38a64f796d3815fe49f370bca2d87f8987e19d931db357729b28e2e775,adc8c0c4d2933f3d,images/pets_cat_098.jpg
pets_cat_099,cat,train,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5996.jpg,f9d002da887549f7154a1ede6a4c1fbb765d4ca744518348c471b957b67d8f85,c9ee36a8cc9371a4,images/pets_cat_099.jpg
pets_cat_100,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1182.jpg,30ec9d9c519dd8924a3bc7a05e55015deb0f5bb932048b1f1b8d5322262d9762,bed0c5854f6238d6,images/pets_cat_100.jpg
pets_cat_101,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10330.jpg,4cd7c6b8ef40c8f61c029d01b45046e5fa5f983f4c191f9ca4c7d233c65de797,803030bbeccd79cf,images/pets_cat_101.jpg
pets_cat_102,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\10054.jpg,6a0ff1941a4ecdf0b82d09b5a30e7e2cd385668b97c85e17295104c57efa70fb,8321d6bbc5e2ad46,images/pets_cat_102.jpg
pets_cat_103,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5768.jpg,a6d7fa858fdff49284a74a1b3afb04a29ee651266a2c4a68581424be682dd729,8aea2658f0f24a3f,images/pets_cat_103.jpg
pets_cat_104,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1794.jpg,c2b717892ce48991864ffe5fbf5a5518e2176fdb803f9bc9c9cc51a7c36efa7b,e07b929548536ead,images/pets_cat_104.jpg
pets_cat_105,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\1218.jpg,4ccf4201d607ad4aa2320ae0ff39b8999ac81b046dee7b72a039da5495d93b1f,a575d22ba5b432ca,images/pets_cat_105.jpg
pets_cat_106,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7918.jpg,1158185bd56cc98518334e1c265e9bba6ed5594f1500912ff06843b2dd68d878,9a736cc7e11a94a5,images/pets_cat_106.jpg
pets_cat_107,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\8773.jpg,394bd56323c29880ebbb24e4e27a30509671b6bee4ba0a7604e905b8d201d490,88ae6592a3d9d2e3,images/pets_cat_107.jpg
pets_cat_108,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3243.jpg,7ca000ee64b460b648bc1e895fdc9274f9992ead306e1ad2c5a7b584c7fb48d8,c17e8ea1609eb9ac,images/pets_cat_108.jpg
pets_cat_109,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\4455.jpg,a39c5172d1a47efe62a5dff2ec1d350247dc6e2d240313ba731a0691e0d1f417,980a3f1c21d5b7cb,images/pets_cat_109.jpg
pets_cat_110,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\3979.jpg,a609d78f6e60b515de2baa2d8f4c213903f25083724c66a14b77cb29d40ce11a,cb383c8b920ff1e2,images/pets_cat_110.jpg
pets_cat_111,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\9014.jpg,7714632b1fbdb847f9a2b5cf9bd8c65f268f2ea724953685a982db11fa78f0a4,c34b3236703a3fe1,images/pets_cat_111.jpg
pets_cat_112,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\7852.jpg,c452171fd2da71009e18a2eb4f6c91307ca010ebdcb5d8579ca35e00ec82471d,8d7636cc8c872df0,images/pets_cat_112.jpg
pets_cat_113,cat,validation,bhavikjikadara/dog-and-cat-classification-dataset,PetImages\Cat\5879.jpg,179849674c0d2dc0d59f56f6ea75d7ccd8b7b6d45d430e78f99c14001f4b1711,956a6a496a637395,images/pets_cat_113.jpg
